1052.4,3
1052.5,2
1052.8,0
1052.8,6
1052.9,5
1053.3,4
1054.3,1
1080.7,3
1081.1,2
1102.3,0
1102.3,6
1102.4,5
1102.7,4
1103.4,1
1127.1,3
1127.2,2
1152.3,0
1152.3,6
1152.4,5
1152.7,4
1153.3,1
1155.6,3
1156,2
1182.6,3
1202.2,2
1202.3,0
1202.3,6
1202.4,5
1202.7,4
1203.3,1
1227.2,3
1231,2
1252.3,0
1252.3,6
1252.4,5
1252.7,4
1253.3,1
1255.6,3
1277.2,2
1282.6,3
1302.3,0
1302.3,6
1302.4,5
1302.7,4
1303.3,1
1306,2
1327.2,3
1352.2,2
1352.3,0
1352.3,6
1352.4,5
1352.7,4
1353.3,1
1355.6,3
1381,2
1382.6,3
1402.3,0
1402.3,6
1402.4,5
1402.7,4
1403.3,1
1427.2,2
1427.2,3
1452.3,0
1452.3,6
1452.4,5
1452.7,4
1453.3,1
1455.6,3
1456,2
1482.6,3
1502.2,2
1502.3,0
1502.3,6
1502.4,5
1502.7,4
1503.3,1
1527.2,3
1531,2
1552.3,0
1552.3,6
1552.4,5
1552.7,4
1553.3,1
1555.6,3
1577.2,2
1582.6,3
1602.3,0
1602.3,6
1602.4,5
1602.7,4
1603.3,1
1606,2
1627.2,3
1652.2,2
1652.3,0
1652.3,6
1652.4,5
1652.7,4
1653.3,1
1655.6,3
1681,2
1682.6,3
1702.3,0
1702.3,6
1702.4,5
1702.7,4
1703.3,1
1727.2,2
1727.2,3
1752.3,0
1752.3,6
1752.4,5
1752.7,4
1753.3,1
1755.6,3
1756,2
1782.6,3
1802.2,2
1802.3,0
1802.3,6
1802.4,5
1802.7,4
1803.3,1
1827.2,3
1831,2
1852.3,0
1852.3,6
1852.4,5
1852.7,4
1853.3,1
1855.6,3
1877.2,2
1882.6,3
1902.3,0
1902.3,6
1902.4,5
1902.7,4
1903.3,1
1906,2
1927.2,3
1952.2,2
1952.3,0
1952.3,6
1952.4,5
1952.7,4
1953.3,1
1955.6,3
1981,2
1982.6,3
2002.3,0
2002.3,6
2002.4,5
2002.7,4
2003.3,1
2027.2,2
2027.2,3
2034.7,10
2035.1,13
2035.4,7
2035.4,9
2036,11
2036,12
2036.3,8
2052.3,0
2052.3,6
2052.4,5
2052.7,4
2053.3,1
2054.5,10
2055.6,3
2056,2
2067.6,13
2067.8,7
2067.8,9
2068.1,12
2068.2,11
2068.4,8
2072.6,10
2082.6,3
2089.4,13
2090,10
2101.1,7
2101.1,9
2101.4,12
2101.5,11
2101.6,8
2102.2,2
2102.3,0
2102.3,6
2102.4,5
2102.7,4
2103.3,1
2107.1,10
2117.8,13
2123.9,10
2127.2,3
2131,2
2134.4,7
2134.4,9
2134.7,11
2134.7,12
2134.9,8
2139.6,13
2140.8,10
2152.3,0
2152.3,6
2152.4,5
2152.7,4
2153.3,1
2155.6,3
2157.7,10
2167.7,7
2167.7,9
2167.8,13
2168,11
2168,12
2168.2,8
2174.4,10
2177.2,2
2182.6,3
2189.6,13
2201,10
2201.1,7
2201.1,9
2201.4,11
2201.4,12
2201.6,8
2202.3,0
2202.3,6
2202.4,5
2202.7,4
2203.3,1
2206,2
2217.8,13
2220.9,10
2227.2,3
2234.4,7
2234.4,9
2234.7,11
2234.7,12
2234.9,8
2239.2,10
2239.6,13
2252.2,2
2252.3,0
2252.3,6
2252.4,5
2252.7,4
2253.3,1
2255.6,3
2256.7,10
2267.7,7
2267.7,9
2267.8,13
2268,11
2268,12
2268.2,8
2273.6,10
2281,2
2282.6,3
2289.6,13
2290.6,10
2301.1,7
2301.1,9
2301.4,11
2301.4,12
2301.6,8
2302.3,0
2302.3,6
2302.4,5
2302.7,4
2303.3,1
2307.5,10
2317.8,13
2324.1,10
2327.2,2
2327.2,3
2334.4,7
2334.4,9
2334.7,11
2334.7,12
2334.9,8
2339.6,13
2341,10
2352.3,0
2352.3,6
2352.4,5
2352.7,4
2353.3,1
2355.6,3
2356,2
2367.6,10
2367.7,7
2367.7,9
2367.8,13
2368,11
2368,12
2368.2,8
2382.6,3
2387.6,10
2389.6,13
2401.1,7
2401.1,9
2401.4,11
2401.4,12
2401.6,8
2402.2,2
2402.3,0
2402.3,6
2402.4,5
2402.7,4
2403.3,1
2405.9,10
2417.8,13
2423.2,10
2427.2,3
2431,2
2434.4,7
2434.4,9
2434.7,11
2434.7,12
2434.9,8
2439.6,13
2440.3,10
2452.3,0
2452.3,6
2452.4,5
2452.7,4
2453.3,1
2455.6,3
2457.3,10
2467.7,7
2467.7,9
2467.8,13
2468,11
2468,12
2468.2,8
2474,10
2477.2,2
2482.6,3
2489.6,13
2490.9,10
2501.1,7
2501.1,9
2501.4,11
2501.4,12
2501.6,8
2502.3,0
2502.3,6
2502.4,5
2502.7,4
2503.3,1
2506,2
2507.9,10
2517.8,13
2527.2,3
2534.3,10
2534.4,7
2534.4,9
2534.7,11
2534.7,12
2534.9,8
2539.6,13
2552.2,2
2552.3,0
2552.3,6
2552.4,5
2552.7,4
2553.3,1
2554.3,10
2555.6,3
2567.7,7
2567.7,9
2567.8,13
2568,11
2568,12
2568.2,8
2572.5,10
2581,2
2582.6,3
2589.6,13
2590,10
2601.1,7
2601.1,9
2601.4,11
2601.4,12
2601.6,8
2602.3,0
2602.3,6
2602.4,5
2602.7,4
2603.3,1
2607.1,10
2617.8,13
2623.9,10
2627.2,2
2627.2,3
2634.4,7
2634.4,9
2634.7,11
2634.7,12
2634.9,8
2639.6,13
2640.8,10
2652.3,0
2652.3,6
2652.4,5
2652.7,4
2653.3,1
2655.6,3
2656,2
2657.7,10
2667.7,7
2667.7,9
2667.8,13
2668,11
2668,12
2668.2,8
2674.4,10
2682.6,3
2689.6,13
2701,10
2701.1,7
2701.1,9
2701.4,11
2701.4,12
2701.6,8
2702.2,2
2702.3,0
2702.3,6
2702.4,5
2702.7,4
2703.3,1
2717.8,13
2720.9,10
2727.2,3
2731,2
2734.4,7
2734.4,9
2734.7,11
2734.7,12
2734.9,8
2739.2,10
2739.6,13
2752.3,0
2752.3,6
2752.4,5
2752.7,4
2753.3,1
2755.6,3
2756.7,10
2767.7,7
2767.7,9
2767.8,13
2768,11
2768,12
2768.2,8
2773.6,10
2777.2,2
2782.6,3
2789.6,13
2790.6,10
2801.1,7
2801.1,9
2801.4,11
2801.4,12
2801.6,8
2802.3,0
2802.3,6
2802.4,5
2802.7,4
2803.3,1
2806,2
2807.5,10
2817.8,13
2824.1,10
2827.2,3
2834.4,7
2834.4,9
2834.7,11
2834.7,12
2834.9,8
2839.6,13
2841,10
2852.2,2
2852.3,0
2852.3,6
2852.4,5
2852.7,4
2853.3,1
2855.6,3
2867.6,10
2867.7,7
2867.7,9
2867.8,13
2868,11
2868,12
2868.2,8
2881,2
2882.6,3
2887.6,10
2889.6,13
2901.1,7
2901.1,9
2901.4,11
2901.4,12
2901.6,8
2902.3,0
2902.3,6
2902.4,5
2902.7,4
2903.3,1
2905.9,10
2917.8,13
2923.2,10
2927.2,2
2927.2,3
2934.4,7
2934.4,9
2934.7,11
2934.7,12
2934.9,8
2939.6,13
2940.3,10
2952.3,0
2952.3,6
2952.4,5
2952.7,4
2953.3,1
2955.6,3
2956,2
2957.3,10
2967.7,7
2967.7,9
2967.8,13
2968,11
2968,12
2968.2,8
2974,10
2982.6,3
2989.6,13
2990.9,10
3001.1,7
3001.1,9
3001.4,11
3001.4,12
3001.6,8
3007.9,10
3017.8,13
3021.6,2
3022.3,0
3022.4,6
3023,5
3034.3,10
3034.4,4
3034.4,7
3034.4,9
3034.5,3
3034.6,1
3034.7,11
3034.7,12
3034.9,8
3038.8,2
3039.6,13
3051,0
3051.1,5
3051.1,6
3053.9,3
3054.3,10
3055.6,2
3056.8,4
3067.7,7
3067.7,9
3067.8,13
3067.9,1
3068,11
3068,12
3068.2,8
3071.3,0
3071.5,3
3071.5,6
3071.9,5
3072.2,2
3072.5,10
3084.6,4
3088.5,3
3088.9,2
3089.6,13
3090,10
3091,0
3101,6
3101.1,5
3101.1,7
3101.1,9
3101.3,1
3101.4,11
3101.4,12
3101.6,8
3105.2,3
3105.6,2
3107.1,10
3107.5,4
3117.6,0
3117.8,13
3121.4,6
3121.8,3
3121.9,5
3122.2,2
3123.9,10
3134.4,7
3134.4,9
3134.6,1
3134.6,4
3134.7,11
3134.7,12
3134.9,8
3138,0
3138.5,3
3138.9,2
3139.6,13
3140.8,10
3151,6
3151.1,5
3155.2,3
3155.6,2
3157.5,4
3157.7,0
3157.7,10
3167.7,7
3167.7,9
3167.8,13
3167.9,1
3168,11
3168,12
3168.2,8
3171.4,6
3171.8,3
3171.9,5
3172.2,2
3174.4,10
3184.4,0
3184.6,4
3188.5,3
3188.9,2
3189.6,13
3201,6
3201,10
3201.1,5
3201.1,7
3201.1,9
3201.3,1
3201.4,11
3201.4,12
3201.6,8
3204.8,0
3205.2,3
3205.6,2
3207.5,4
3217.8,13
3220.9,10
3221.4,6
3221.8,3
3221.9,5
3222.2,2
3234.3,0
3234.4,7
3234.4,9
3234.6,1
3234.6,4
3234.7,11
3234.7,12
3234.9,8
3238.5,3
3238.9,2
3239.2,10
3239.6,13
3251,6
3251.1,5
3254.7,0
3255.2,3
3255.6,2
3256.7,10
3257.5,4
3267.7,7
3267.7,9
3267.8,13
3267.9,1
3268,11
3268,12
3268.2,8
3271.4,6
3271.8,3
3271.9,5
3272.2,2
3273.6,10
3274.1,0
3284.6,4
3288.5,3
3288.9,2
3289.6,13
3290.6,10
3301,6
3301.1,0
3301.1,5
3301.1,7
3301.1,9
3301.3,1
3301.4,11
3301.4,12
3301.6,8
3305.2,3
3305.6,2
3307.5,4
3307.5,10
3317.8,13
3321.3,0
3321.4,6
3321.8,3
3321.9,5
3322.2,2
3324.1,10
3334.4,7
3334.4,9
3334.6,1
3334.6,4
3334.7,11
3334.7,12
3334.9,8
3338.5,3
3338.9,2
3339.6,13
3341,0
3341,10
3351,6
3351.1,5
3355.2,3
3355.6,2
3357.5,4
3367.6,0
3367.6,10
3367.7,7
3367.7,9
3367.8,13
3367.9,1
3368,11
3368,12
3368.2,8
3371.4,6
3371.8,3
3371.9,5
3372.2,2
3384.6,4
3387.6,10
3388,0
3388.5,3
3388.9,2
3389.6,13
3401,6
3401.1,5
3401.1,7
3401.1,9
3401.3,1
3401.4,11
3401.4,12
3401.6,8
3405.2,3
3405.6,2
3405.9,10
3407.5,4
3407.7,0
3417.8,13
3421.4,6
3421.8,3
3421.9,5
3422.2,2
3423.2,10
3434.4,0
3434.4,7
3434.4,9
3434.6,1
3434.6,4
3434.7,11
3434.7,12
3434.9,8
3438.5,3
3438.9,2
3439.6,13
3440.3,10
3451,6
3451.1,5
3454.8,0
3455.2,3
3455.6,2
3457.3,10
3457.5,4
3467.7,7
3467.7,9
3467.8,13
3467.9,1
3468,11
3468,12
3468.2,8
3471.4,6
3471.8,3
3471.9,5
3472.2,2
3474,10
3484.3,0
3484.6,4
3488.5,3
3488.9,2
3489.6,13
3490.9,10
3501,6
3501.1,5
3501.1,7
3501.1,9
3501.3,1
3501.4,11
3501.4,12
3501.6,8
3504.7,0
3505.2,3
3505.6,2
3507.5,4
3507.9,10
3517.8,13
3521.4,6
3521.8,3
3521.9,5
3522.2,2
3524.1,0
3534.3,10
3534.4,7
3534.4,9
3534.6,1
3534.6,4
3534.7,11
3534.7,12
3534.9,8
3538.5,3
3538.9,2
3539.6,13
3551,6
3551.1,0
3551.1,5
3554.3,10
3555.2,3
3555.6,2
3557.5,4
3567.7,7
3567.7,9
3567.8,13
3567.9,1
3568,11
3568,12
3568.2,8
3571.3,0
3571.4,6
3571.8,3
3571.9,5
3572.2,2
3572.5,10
3584.6,4
3588.5,3
3588.9,2
3589.6,13
3590,10
3591,0
3601,6
3601.1,5
3601.1,7
3601.1,9
3601.3,1
3601.4,11
3601.4,12
3601.6,8
3605.2,3
3605.6,2
3607.1,10
3607.5,4
3617.6,0
3617.8,13
3621.4,6
3621.8,3
3621.9,5
3622.2,2
3623.9,10
3634.4,7
3634.4,9
3634.6,1
3634.6,4
3634.7,11
3634.7,12
3634.9,8
3638,0
3638.5,3
3638.9,2
3639.6,13
3640.8,10
3651,6
3651.1,5
3655.2,3
3655.6,2
3657.5,4
3657.7,0
3657.7,10
3667.7,7
3667.7,9
3667.8,13
3667.9,1
3668,11
3668,12
3668.2,8
3671.4,6
3671.8,3
3671.9,5
3672.2,2
3674.4,10
3684.4,0
3684.6,4
3688.5,3
3688.9,2
3689.6,13
3701,6
3701,10
3701.1,5
3701.1,7
3701.1,9
3701.3,1
3701.4,11
3701.4,12
3701.6,8
3704.8,0
3705.2,3
3705.6,2
3707.5,4
3717.8,13
3720.9,10
3721.4,6
3721.8,3
3721.9,5
3722.2,2
3734.3,0
3734.4,7
3734.4,9
3734.6,1
3734.6,4
3734.7,11
3734.7,12
3734.9,8
3738.5,3
3738.9,2
3739.2,10
3739.6,13
3751,6
3751.1,5
3754.7,0
3755.2,3
3755.6,2
3756.7,10
3757.5,4
3767.7,7
3767.7,9
3767.8,13
3767.9,1
3768,11
3768,12
3768.2,8
3771.4,6
3771.8,3
3771.9,5
3772.2,2
3773.6,10
3774.1,0
3784.6,4
3788.5,3
3788.9,2
3789.6,13
3790.6,10
3801,6
3801.1,0
3801.1,5
3801.1,7
3801.1,9
3801.3,1
3801.4,11
3801.4,12
3801.6,8
3805.2,3
3805.6,2
3807.5,4
3807.5,10
3817.8,13
3821.3,0
3821.4,6
3821.8,3
3821.9,5
3822.2,2
3824.1,10
3834.4,7
3834.4,9
3834.6,1
3834.6,4
3834.7,11
3834.7,12
3834.9,8
3838.5,3
3838.9,2
3839.6,13
3841,0
3841,10
3851,6
3851.1,5
3855.2,3
3855.6,2
3857.5,4
3867.6,0
3867.6,10
3867.7,7
3867.7,9
3867.8,13
3867.9,1
3868,11
3868,12
3868.2,8
3871.4,6
3871.8,3
3871.9,5
3872.2,2
3884.6,4
3887.6,10
3888,0
3888.5,3
3888.9,2
3889.6,13
3901,6
3901.1,5
3901.1,7
3901.1,9
3901.3,1
3901.4,11
3901.4,12
3901.6,8
3905.2,3
3905.6,2
3905.9,10
3907.5,4
3907.7,0
3917.8,13
3921.4,6
3921.8,3
3921.9,5
3922.2,2
3923.2,10
3934.4,0
3934.4,7
3934.4,9
3934.6,1
3934.6,4
3934.7,11
3934.7,12
3934.9,8
3938.5,3
3938.9,2
3939.6,13
3940.3,10
3951,6
3951.1,5
3954.8,0
3955.2,3
3955.6,2
3957.3,10
3957.5,4
3967.7,7
3967.7,9
3967.8,13
3967.9,1
3968,11
3968,12
3968.2,8
3971.4,6
3971.8,3
3971.9,5
3972.2,2
3974,10
3984.3,0
3984.6,4
3988.5,3
3988.9,2
3989.6,13
3990.9,10
4001.1,7
4001.1,9
4001.4,11
4001.4,12
4001.6,8
4007.9,10
4017.8,13
4030.5,6
4031.1,5
4034.3,10
4034.4,7
4034.4,9
4034.7,11
4034.7,12
4034.9,8
4039.6,13
4052.3,2
4052.3,3
4052.5,0
4052.6,1
4052.9,4
4054.3,10
4067.7,7
4067.7,9
4067.8,13
4068,11
4068,12
4068.2,8
4072.5,10
4077.4,6
4077.5,5
4080.7,3
4081,2
4089.6,13
4090,10
4101.1,7
4101.1,9
4101.4,11
4101.4,12
4101.6,8
4102.3,0
4102.7,4
4103.2,1
4107.1,10
4117.8,13
4123.9,10
4127.1,3
4127.2,2
4127.3,6
4127.4,5
4134.4,7
4134.4,9
4134.7,11
4134.7,12
4134.9,8
4139.6,13
4140.8,10
4152.3,0
4152.7,4
4153.3,1
4155.6,3
4156,2
4157.7,10
4167.7,7
4167.7,9
4167.8,13
4168,11
4168,12
4168.2,8
4174.4,10
4177.3,6
4177.4,5
4182.6,3
4189.6,13
4201,10
4201.1,7
4201.1,9
4201.4,11
4201.4,12
4201.6,8
4202.2,2
4202.3,0
4202.7,4
4203.3,1
4217.8,13
4220.9,10
4227.2,3
4227.3,6
4227.4,5
4231,2
4234.4,7
4234.4,9
4234.7,11
4234.7,12
4234.9,8
4239.2,10
4239.6,13
4252.3,0
4252.7,4
4253.3,1
4255.6,3
4256.7,10
4267.7,7
4267.7,9
4267.8,13
4268,11
4268,12
4268.2,8
4273.6,10
4277.2,2
4277.3,6
4277.4,5
4282.6,3
4289.6,13
4290.6,10
4301.1,7
4301.1,9
4301.4,11
4301.4,12
4301.6,8
4302.3,0
4302.7,4
4303.3,1
4306,2
4307.5,10
4317.8,13
4324.1,10
4327.2,3
4327.3,6
4327.4,5
4334.4,7
4334.4,9
4334.7,11
4334.7,12
4334.9,8
4339.6,13
4341,10
4352.2,2
4352.3,0
4352.7,4
4353.3,1
4355.6,3
4367.6,10
4367.7,7
4367.7,9
4367.8,13
4368,11
4368,12
4368.2,8
4377.3,6
4377.4,5
4381,2
4382.6,3
4387.6,10
4389.6,13
4401.1,7
4401.1,9
4401.4,11
4401.4,12
4401.6,8
4402.3,0
4402.7,4
4403.3,1
4405.9,10
4417.8,13
4423.2,10
4427.2,2
4427.2,3
4427.3,6
4427.4,5
4434.4,7
4434.4,9
4434.7,11
4434.7,12
4434.9,8
4439.6,13
4440.3,10
4452.3,0
4452.7,4
4453.3,1
4455.6,3
4456,2
4457.3,10
4467.7,7
4467.7,9
4467.8,13
4468,11
4468,12
4468.2,8
4474,10
4477.3,6
4477.4,5
4482.6,3
4489.6,13
4490.9,10
4501.1,7
4501.1,9
4501.4,11
4501.4,12
4501.6,8
4502.2,2
4502.3,0
4502.7,4
4503.3,1
4507.9,10
4517.8,13
4527.2,3
4527.3,6
4527.4,5
4531,2
4534.3,10
4534.4,7
4534.4,9
4534.7,11
4534.7,12
4534.9,8
4539.6,13
4552.3,0
4552.7,4
4553.3,1
4554.3,10
4555.6,3
4567.7,7
4567.7,9
4567.8,13
4568,11
4568,12
4568.2,8
4572.5,10
4577.2,2
4577.3,6
4577.4,5
4582.6,3
4589.6,13
4590,10
4601.1,7
4601.1,9
4601.4,11
4601.4,12
4601.6,8
4602.3,0
4602.7,4
4603.3,1
4606,2
4607.1,10
4617.8,13
4623.9,10
4627.2,3
4627.3,6
4627.4,5
4634.4,7
4634.4,9
4634.7,11
4634.7,12
4634.9,8
4639.6,13
4640.8,10
4652.2,2
4652.3,0
4652.7,4
4653.3,1
4655.6,3
4657.7,10
4667.7,7
4667.7,9
4667.8,13
4668,11
4668,12
4668.2,8
4674.4,10
4677.3,6
4677.4,5
4681,2
4682.6,3
4689.6,13
4701,10
4701.1,7
4701.1,9
4701.4,11
4701.4,12
4701.6,8
4702.3,0
4702.7,4
4703.3,1
4717.8,13
4720.9,10
4727.2,2
4727.2,3
4727.3,6
4727.4,5
4734.4,7
4734.4,9
4734.7,11
4734.7,12
4734.9,8
4739.2,10
4739.6,13
4752.3,0
4752.7,4
4753.3,1
4755.6,3
4756,2
4756.7,10
4767.7,7
4767.7,9
4767.8,13
4768,11
4768,12
4768.2,8
4773.6,10
4777.3,6
4777.4,5
4782.6,3
4789.6,13
4790.6,10
4801.1,7
4801.1,9
4801.4,11
4801.4,12
4801.6,8
4802.2,2
4802.3,0
4802.7,4
4803.3,1
4807.5,10
4817.8,13
4824.1,10
4827.2,3
4827.3,6
4827.4,5
4831,2
4834.4,7
4834.4,9
4834.7,11
4834.7,12
4834.9,8
4839.6,13
4841,10
4852.3,0
4852.7,4
4853.3,1
4855.6,3
4867.6,10
4867.7,7
4867.7,9
4867.8,13
4868,11
4868,12
4868.2,8
4877.2,2
4877.3,6
4877.4,5
4882.6,3
4887.6,10
4889.6,13
4901.1,7
4901.1,9
4901.4,11
4901.4,12
4901.6,8
4902.3,0
4902.7,4
4903.3,1
4905.9,10
4906,2
4917.8,13
4923.2,10
4927.2,3
4927.3,6
4927.4,5
4934.4,7
4934.4,9
4934.7,11
4934.7,12
4934.9,8
4939.6,13
4940.3,10
4952.2,2
4952.3,0
4952.7,4
4953.3,1
4955.6,3
4957.3,10
4967.7,7
4967.7,9
4967.8,13
4968,11
4968,12
4968.2,8
4974,10
4977.3,6
4977.4,5
4981,2
4982.6,3
4989.6,13
4990.9,10
