0,0,0,0,0,0,0,0,0,0,0,0,-0.0119796,-0.153954,0.0051831,0.0136877
0,0,0,0,0,0,0,0,0,0,0,0,-0.065888,-0.214602,0.0155494,0.0182502
0,0,0,0,0,0,0,0,0,0,0,0,-0.0598982,-0.237928,0.0086386,0.0228128
0,0,0,0,0,0,0,0,0,0,0,0,-0.129779,-0.219267,0.0086386,0.0114064
0,0,0,0,0,0,0,0,0,0,0,0,-0.0499152,-0.144623,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,-0.0898472,-0.0793096,-0.0086386,-0
0,0,0,0,0,0,0,0,0,0,0,0,0.0299492,0.0233262,-0.0086386,-0.0114064
0,0,0,0,0,0,0,0,0,0,0,0,0.0598984,0.237929,-0.0086386,-0.0228128
0,0,0,0,0,0,0,0,0,0,0,0,0.309474,0.583158,-0.0086386,-0.0228128
0,0,0,0,0,0,0,0,0,0,0,0,0.509134,1.14299,-0,-0.0228128
0,0,0,0,0,0,0,0,0,0,0,0,0.82859,1.82412,0.0086386,-0.0228128
0,0,0,0,0,0,0,0,0,0,0,0,1.20795,2.7665,-0,-0.0114064
0,0,0,0,0,0,0,0,0,0,0,0,1.69712,3.70889,0.0259157,-0.0114064
0,0,0,0,0,0,0,0,0,0,0,0,2.1763,4.76324,0.0691086,-0
0,0,0,0,0,0,0,0,-0.0119796,-0.153954,0.0051831,0.0136877,2.63552,5.67763,0.18141,0.0228128
0,0,0,0,0,0,0,0,-0.065888,-0.214602,0.0155494,0.0182502,3.18459,6.57336,0.397374,0.0570321
0,0,0,0,0,0,0,0,-0.0598982,-0.237928,0.0086386,0.0228128,3.56394,7.19851,0.807706,0.148283
0,0,0,0,0,0,0,0,-0.129779,-0.219267,0.0086386,0.0114064,3.96326,7.73968,1.44264,0.31938
0,0,0,0,0,0,0,0,-0.0499152,-0.144623,-0,-0,4.16292,8.02892,2.35401,0.581727
0,0,0,0,0,0,0,0,-0.0898472,-0.0793096,-0.0086386,-0,4.39253,8.19687,3.59364,0.969544
0,0,0,0,0,0,0,0,0.0299492,0.0233262,-0.0086386,-0.0114064,4.37257,8.21553,5.15722,1.51705
0,0,0,0,0,0,0,0,0.0598984,0.237929,-0.0086386,-0.0228128,4.45243,8.08491,7.05338,2.22425
0,0,0,0,0,0,0,0,0.309474,0.583158,-0.0086386,-0.0228128,4.34262,7.90763,9.26918,3.10254
0,0,0,0,0,0,0,0,0.509134,1.14299,-0,-0.0228128,4.31267,7.62771,11.7873,4.16334
0,0,0,0,0,0,0,0,0.82859,1.82412,0.0086386,-0.0228128,4.10303,7.37579,14.5214,5.37242
0,0,0,0,0,0,0,0,1.20795,2.7665,-0,-0.0114064,4.03314,7.02123,17.4499,6.72978
0,0,0,0,0,0,0,0,1.69712,3.70889,0.0259157,-0.0114064,3.84347,6.7693,20.4388,8.17839
0,0,0,0,0,0,0,0,2.1763,4.76324,0.0691086,-0,3.63382,6.37742,23.4191,9.69544
0,0,0,0,-0.0119796,-0.153954,0.0051831,0.0136877,2.63552,5.67763,0.18141,0.0228128,3.44414,6.0975,26.3217,11.2239
0,0,0,0,-0.065888,-0.214602,0.0155494,0.0182502,3.18459,6.57336,0.397374,0.0570321,3.2345,5.72428,29.1033,12.7524
0,0,0,0,-0.0598982,-0.237928,0.0086386,0.0228128,3.56394,7.19851,0.807706,0.148283,3.03484,5.47236,31.6949,14.2238
0,0,0,0,-0.129779,-0.219267,0.0086386,0.0114064,3.96326,7.73968,1.44264,0.31938,2.79525,5.19244,34.1137,15.6382
0,0,0,0,-0.0499152,-0.144623,-0,-0,4.16292,8.02892,2.35401,0.581727,2.71538,4.98717,36.3079,16.9955
0,0,0,0,-0.0898472,-0.0793096,-0.0086386,-0,4.39253,8.19687,3.59364,0.969544,2.49576,4.72592,38.2947,18.2731
0,0,0,0,0.0299492,0.0233262,-0.0086386,-0.0114064,4.37257,8.21553,5.15722,1.51705,2.40591,4.49265,40.057,19.4593
0,0,0,0,0.0598984,0.237929,-0.0086386,-0.0228128,4.45243,8.08491,7.05338,2.22425,2.15634,4.25939,41.6206,20.5544
0,0,0,0,0.309474,0.583158,-0.0086386,-0.0228128,4.34262,7.90763,9.26918,3.10254,2.05651,4.0168,42.9682,21.5581
0,0,0,0,0.509134,1.14299,-0,-0.0228128,4.31267,7.62771,11.7873,4.16334,1.8269,3.84885,44.1604,22.4592
0,0,0,0,0.82859,1.82412,0.0086386,-0.0228128,4.10303,7.37579,14.5214,5.37242,1.75701,3.61558,45.1711,23.2805
0,0,0,0,1.20795,2.7665,-0,-0.0114064,4.03314,7.02123,17.4499,6.72978,1.6472,3.50361,46.0103,24.0219
0,0,0,0,1.69712,3.70889,0.0259157,-0.0114064,3.84347,6.7693,20.4388,8.17839,1.61725,3.27035,46.7113,24.6834
0,0,0,0,2.1763,4.76324,0.0691086,-0,3.63382,6.37742,23.4191,9.69544,1.51742,3.14905,47.2742,25.2652
-0.0119796,-0.153954,0.0051831,0.0136877,2.63552,5.67763,0.18141,0.0228128,3.44414,6.0975,26.3217,11.2239,1.43756,2.92512,47.7248,25.8013
-0.065888,-0.214602,0.0155494,0.0182502,3.18459,6.57336,0.397374,0.0570321,3.2345,5.72428,29.1033,12.7524,1.35769,2.83182,48.0675,26.2461
-0.0598982,-0.237928,0.0086386,0.0228128,3.56394,7.19851,0.807706,0.148283,3.03484,5.47236,31.6949,14.2238,1.20795,2.69186,48.3268,26.6454
-0.129779,-0.219267,0.0086386,0.0114064,3.96326,7.73968,1.44264,0.31938,2.79525,5.19244,34.1137,15.6382,1.14805,2.60788,48.4911,26.9876
-0.0499152,-0.144623,-0,-0,4.16292,8.02892,2.35401,0.581727,2.71538,4.98717,36.3079,16.9955,1.01827,2.48659,48.5862,27.2955
-0.0898472,-0.0793096,-0.0086386,-0,4.39253,8.19687,3.59364,0.969544,2.49576,4.72592,38.2947,18.2731,1.00828,2.4306,48.5991,27.5351
0.0299492,0.0233262,-0.0086386,-0.0114064,4.37257,8.21553,5.15722,1.51705,2.40591,4.49265,40.057,19.4593,0.888489,2.32797,48.5559,27.7518
0.0598984,0.237929,-0.0086386,-0.0228128,4.45243,8.08491,7.05338,2.22425,2.15634,4.25939,41.6206,20.5544,0.888489,2.15069,48.4608,27.9115
0.309474,0.583158,-0.0086386,-0.0228128,4.34262,7.90763,9.26918,3.10254,2.05651,4.0168,42.9682,21.5581,0.798642,2.05738,48.3225,28.0484
0.509134,1.14299,-0,-0.0228128,4.31267,7.62771,11.7873,4.16334,1.8269,3.84885,44.1604,22.4592,0.808625,1.91742,48.1324,28.1396
0.82859,1.82412,0.0086386,-0.0228128,4.10303,7.37579,14.5214,5.37242,1.75701,3.61558,45.1711,23.2805,0.798642,1.86144,47.9033,28.1967
1.20795,2.7665,-0,-0.0114064,4.03314,7.02123,17.4499,6.72978,1.6472,3.50361,46.0103,24.0219,0.798642,1.74014,47.6396,28.2309
1.69712,3.70889,0.0259157,-0.0114064,3.84347,6.7693,20.4388,8.17839,1.61725,3.27035,46.7113,24.6834,0.75871,1.75881,47.3371,28.2537
2.1763,4.76324,0.0691086,-0,3.63382,6.37742,23.4191,9.69544,1.51742,3.14905,47.2742,25.2652,0.75871,1.63751,47.0042,28.2537
2.63552,5.67763,0.18141,0.0228128,3.44414,6.0975,26.3217,11.2239,1.43756,2.92512,47.7248,25.8013,0.748727,1.61885,46.6412,28.2309
3.18459,6.57336,0.397374,0.0570321,3.2345,5.72428,29.1033,12.7524,1.35769,2.83182,48.0675,26.2461,0.608965,1.47889,46.2651,28.2081
3.56394,7.19851,0.807706,0.148283,3.03484,5.47236,31.6949,14.2238,1.20795,2.69186,48.3268,26.6454,0.588999,1.4509,45.8588,28.1624
3.96326,7.73968,1.44264,0.31938,2.79525,5.19244,34.1137,15.6382,1.14805,2.60788,48.4911,26.9876,0.529101,1.30161,45.4482,28.1168
4.16292,8.02892,2.35401,0.581727,2.71538,4.98717,36.3079,16.9955,1.01827,2.48659,48.5862,27.2955,0.509135,1.31094,45.0203,28.037
4.39253,8.19687,3.59364,0.969544,2.49576,4.72592,38.2947,18.2731,1.00828,2.4306,48.5991,27.5351,0.399321,1.25496,44.5881,27.9571
4.37257,8.21553,5.15722,1.51705,2.40591,4.49265,40.057,19.4593,0.888489,2.32797,48.5559,27.7518,0.449237,1.25496,44.1342,27.8545
4.45243,8.08491,7.05338,2.22425,2.15634,4.25939,41.6206,20.5544,0.888489,2.15069,48.4608,27.9115,0.349406,1.2363,43.6804,27.7518
4.34262,7.90763,9.26918,3.10254,2.05651,4.0168,42.9682,21.5581,0.798642,2.05738,48.3225,28.0484,0.379355,1.21764,43.2136,27.6263
4.31267,7.62771,11.7873,4.16334,1.8269,3.84885,44.1604,22.4592,0.808625,1.91742,48.1324,28.1396,0.299491,1.14299,42.7468,27.5009
4.10303,7.37579,14.5214,5.37242,1.75701,3.61558,45.1711,23.2805,0.798642,1.86144,47.9033,28.1967,0.369372,1.04036,42.2713,27.3754
4.03314,7.02123,17.4499,6.72978,1.6472,3.50361,46.0103,24.0219,0.798642,1.74014,47.6396,28.2309,0.369372,0.975041,41.7959,27.2271
